season,matchweek,home_club,away_club,final_score,goal_club,goal_scorer,minute
2011-2012,10,Chelsea,Arsenal,3:5,Arsenal,Robin Van Persie,85
2011-2012,10,Chelsea,Arsenal,3:5,Arsenal,Robin Van Persie,90+2
2011-2012,10,Man City,Wolves,3:1,Man City,Edin Dzeko,52
2011-2012,10,Man City,Wolves,3:1,Man City,Aleksandar Kolarov,67
2011-2012,10,Man City,Wolves,3:1,Wolves,Stephen Hunt,75
2011-2012,10,Man City,Wolves,3:1,Man City,Adam Johnson,90
2011-2012,10,Norwich,Blackburn,3:3,Blackburn,Junior Hoilett,45+3
2011-2012,10,Norwich,Blackburn,3:3,Norwich,Steve Morison,53
2011-2012,10,Norwich,Blackburn,3:3,Blackburn,Yakubu Aiyegbeni,62
2011-2012,10,Norwich,Blackburn,3:3,Blackburn,Christopher Samba,64
2011-2012,10,Norwich,Blackburn,3:3,Norwich,Bradley Johnson,82
2011-2012,10,Norwich,Blackburn,3:3,Norwich,Grant Holt,90+4
2011-2012,10,Sunderland,Aston Villa,2:2,Aston Villa,Stiliyan Petrov,20
2011-2012,10,Sunderland,Aston Villa,2:2,Sunderland,Connor Wickham,38
2011-2012,10,Sunderland,Aston Villa,2:2,Aston Villa,Richard Dunne,85
2011-2012,10,Sunderland,Aston Villa,2:2,Sunderland,Stephane Sessegnon,89
2011-2012,10,Swansea,Bolton,3:1,Swansea,Joe Allen,49
2011-2012,10,Swansea,Bolton,3:1,Swansea,Scott Sinclair,57
2011-2012,10,Swansea,Bolton,3:1,Bolton,Danny Graham,74
2011-2012,10,Swansea,Bolton,3:1,Swansea,Danny Graham,90+3
2011-2012,10,Wigan,Fulham,0:2,Fulham,Clint Dempsey,41
2011-2012,10,Wigan,Fulham,0:2,Fulham,Mousa Dembele,87
2011-2012,10,West Brom,Liverpool,0:2,Liverpool,Charlie Adam,9
2011-2012,10,West Brom,Liverpool,0:2,Liverpool,Andy Carroll,45+1
2011-2012,10,Spurs,QPR,3:1,Spurs,Gareth Bale,20
2011-2012,10,Spurs,QPR,3:1,Spurs,Rafael Van Der Vaart,33
2011-2012,10,Spurs,QPR,3:1,QPR,Jay Bothroyd,62
2011-2012,10,Spurs,QPR,3:1,Spurs,Gareth Bale,72
2011-2012,10,Stoke City,Newcastle,1:3,Newcastle,Demba Ba,12
2011-2012,10,Stoke City,Newcastle,1:3,Newcastle,Demba Ba,40
2011-2012,10,Stoke City,Newcastle,1:3,Stoke City,Jonathan Walters,75
2011-2012,10,Stoke City,Newcastle,1:3,Newcastle,Demba Ba,81
2011-2012,11,Newcastle,Everton,2:1,Newcastle,Johnny Heitinga,12
2011-2012,11,Newcastle,Everton,2:1,Newcastle,Ryan Taylor,29
2011-2012,11,Newcastle,Everton,2:1,Everton,Jack Rodwell,45+2
2011-2012,11,Arsenal,West Brom,3:0,Arsenal,Robin Van Persie,22
2011-2012,11,Arsenal,West Brom,3:0,Arsenal,Thomas Vermaelen,39
2011-2012,11,Arsenal,West Brom,3:0,Arsenal,Mikel Arteta,74
2011-2012,11,Aston Villa,Norwich,3:2,Norwich,Anthony Pilkington,25
2011-2012,11,Aston Villa,Norwich,3:2,Aston Villa,Darren Bent,30
2011-2012,11,Aston Villa,Norwich,3:2,Aston Villa,Gabriel Agbonlahor,48
2011-2012,11,Aston Villa,Norwich,3:2,Aston Villa,Darren Bent,62
2011-2012,11,Aston Villa,Norwich,3:2,Norwich,Steve Morison,77
2011-2012,11,Blackburn,Chelsea,0:1,Chelsea,Frank Lampard,51
2011-2012,11,Man Utd,Sunderland,1:0,Man Utd,Wes Brown,45+1
2011-2012,11,QPR,Man City,2:3,QPR,Jay Bothroyd,28
2011-2012,11,QPR,Man City,2:3,Man City,Edin Dzeko,43
2011-2012,11,QPR,Man City,2:3,Man City,David Silva,52
2011-2012,11,QPR,Man City,2:3,QPR,Heidar Helguson,69
2011-2012,11,QPR,Man City,2:3,Man City,Yaya Toure,74
2011-2012,11,Wolves,Wigan,3:1,Wolves,Jamie O'Hara,31
2011-2012,11,Wolves,Wigan,3:1,Wigan,Ben Watson,42
2011-2012,11,Wolves,Wigan,3:1,Wolves,David Edwards,55
2011-2012,11,Wolves,Wigan,3:1,Wolves,Stephen Ward,66
2011-2012,11,Bolton,Stoke City,5:0,Bolton,Kevin Davies,2
2011-2012,11,Bolton,Stoke City,5:0,Bolton,Chris Eagles,23
2011-2012,11,Bolton,Stoke City,5:0,Bolton,Ivan Klasnic,61
2011-2012,11,Bolton,Stoke City,5:0,Bolton,Chris Eagles,73
2011-2012,11,Bolton,Stoke City,5:0,Bolton,Ivan Klasnic,82
2011-2012,11,Fulham,Spurs,1:3,Spurs,Gareth Bale,10
2011-2012,11,Fulham,Spurs,1:3,Spurs,Aaron Lennon,45+1
2011-2012,11,Fulham,Spurs,1:3,Fulham,Younes Kaboul,57
2011-2012,11,Fulham,Spurs,1:3,Spurs,Jermain Defoe,90+5
2011-2012,12,Norwich,Arsenal,1:2,Norwich,Steve Morison,16
2011-2012,12,Norwich,Arsenal,1:2,Arsenal,Robin Van Persie,26
2011-2012,12,Norwich,Arsenal,1:2,Arsenal,Robin Van Persie,59
2011-2012,12,Everton,Wolves,2:1,Wolves,Stephen Hunt,37
2011-2012,12,Everton,Wolves,2:1,Everton,Phil Jagielka,44
2011-2012,12,Everton,Wolves,2:1,Everton,Leighton Baines,83
2011-2012,12,Man City,Newcastle,3:1,Man City,Mario Balotelli,41
2011-2012,12,Man City,Newcastle,3:1,Man City,Micah Richards,44
2011-2012,12,Man City,Newcastle,3:1,Man City,Sergio Aguero,72
2011-2012,12,Man City,Newcastle,3:1,Newcastle,Dan Gosling,89
2011-2012,12,Stoke City,QPR,2:3,Stoke City,Jonathan Walters,8
2011-2012,12,Stoke City,QPR,2:3,QPR,Heidar Helguson,22
2011-2012,12,Stoke City,QPR,2:3,QPR,Luke Young,44
2011-2012,12,Stoke City,QPR,2:3,QPR,Heidar Helguson,54
2011-2012,12,Stoke City,QPR,2:3,Stoke City,Ryan Shawcross,64
2011-2012,12,West Brom,Bolton,2:1,West Brom,Jerome Thomas,16
2011-2012,12,West Brom,Bolton,2:1,Bolton,Ivan Klasnic,21
2011-2012,12,West Brom,Bolton,2:1,West Brom,Shane Long,56
2011-2012,12,Wigan,Blackburn,3:3,Blackburn,Yakubu Aiyegbeni,2
2011-2012,12,Wigan,Blackburn,3:3,Wigan,Jordi Gomez,7
2011-2012,12,Wigan,Blackburn,3:3,Wigan,Gary Caldwell,31
2011-2012,12,Wigan,Blackburn,3:3,Blackburn,Junior Hoilett,59
2011-2012,12,Wigan,Blackburn,3:3,Wigan,Albert Crusat,88
2011-2012,12,Wigan,Blackburn,3:3,Blackburn,Yakubu Aiyegbeni,90+9
2011-2012,12,Swansea,Man Utd,0:1,Man Utd,Chicharito,11
2011-2012,12,Chelsea,Liverpool,1:2,Liverpool,Maxi Rodriguez,33
2011-2012,12,Chelsea,Liverpool,1:2,Chelsea,Daniel Sturridge,55
2011-2012,12,Chelsea,Liverpool,1:2,Liverpool,Glen Johnson,87
2011-2012,12,Spurs,Aston Villa,2:0,Spurs,Emmanuel Adebayor,14
2011-2012,12,Spurs,Aston Villa,2:0,Spurs,Emmanuel Adebayor,40
2011-2012,13,Stoke City,Blackburn,3:1,Stoke City,Rory Delap,28
2011-2012,13,Stoke City,Blackburn,3:1,Stoke City,Glenn Whelan,58
2011-2012,13,Stoke City,Blackburn,3:1,Stoke City,Peter Crouch,72
2011-2012,13,Stoke City,Blackburn,3:1,Blackburn,Ruben Rochina,86
2011-2012,13,Bolton,Everton,0:2,Everton,Marouane Fellaini,49
2011-2012,13,Bolton,Everton,0:2,Everton,Apostolos Vellios,78
2011-2012,13,Chelsea,Wolves,3:0,Chelsea,John Terry,7
2011-2012,13,Chelsea,Wolves,3:0,Chelsea,Daniel Sturridge,30
2011-2012,13,Chelsea,Wolves,3:0,Chelsea,Juan Mata,45
2011-2012,13,Man Utd,Newcastle,1:1,Man Utd,Chicharito,49
2011-2012,13,Man Utd,Newcastle,1:1,Newcastle,Demba Ba,64
2011-2012,13,Norwich,QPR,2:1,Norwich,Russell Martin,15
2011-2012,13,Norwich,QPR,2:1,QPR,Luke Young,59
2011-2012,13,Norwich,QPR,2:1,Norwich,Grant Holt,73
2011-2012,13,Sunderland,Wigan,1:2,Sunderland,Sebastian Larsson,8
2011-2012,13,Sunderland,Wigan,1:2,Wigan,Jordi Gomez,44
2011-2012,13,Sunderland,Wigan,1:2,Wigan,Franco Di Santo,90+3
2011-2012,13,West Brom,Spurs,1:3,West Brom,Youssouf Mulumbu,10
2011-2012,13,West Brom,Spurs,1:3,Spurs,Emmanuel Adebayor,26
2011-2012,13,West Brom,Spurs,1:3,Spurs,Jermain Defoe,81
2011-2012,13,West Brom,Spurs,1:3,Spurs,Emmanuel Adebayor,90+3
2011-2012,13,Arsenal,Fulham,1:1,Fulham,Thomas Vermaelen,65
2011-2012,13,Arsenal,Fulham,1:1,Arsenal,Thomas Vermaelen,82
2011-2012,13,Liverpool,Man City,1:1,Man City,Vincent Kompany,31
2011-2012,13,Liverpool,Man City,1:1,Liverpool,Joleon Lescott,33
2011-2012,14,Newcastle,Chelsea,0:3,Chelsea,Didier Drogba,38
2011-2012,14,Newcastle,Chelsea,0:3,Chelsea,Salomon Kalou,89
2011-2012,14,Newcastle,Chelsea,0:3,Chelsea,Daniel Sturridge,90+2
2011-2012,14,Blackburn,Swansea,4:2,Blackburn,Yakubu Aiyegbeni,20
2011-2012,14,Blackburn,Swansea,4:2,Swansea,Leroy Lita,35
2011-2012,14,Blackburn,Swansea,4:2,Blackburn,Yakubu Aiyegbeni,45+2
2011-2012,14,Blackburn,Swansea,4:2,Blackburn,Yakubu Aiyegbeni,57
2011-2012,14,Blackburn,Swansea,4:2,Swansea,Luke Moore,66
2011-2012,14,Blackburn,Swansea,4:2,Blackburn,Yakubu Aiyegbeni,82
2011-2012,14,Man City,Norwich,5:1,Man City,Sergio Aguero,32
2011-2012,14,Man City,Norwich,5:1,Man City,Samir Nasri,51
2011-2012,14,Man City,Norwich,5:1,Man City,Yaya Toure,68
2011-2012,14,Man City,Norwich,5:1,Norwich,Steve Morison,81
2011-2012,14,Man City,Norwich,5:1,Man City,Mario Balotelli,88
2011-2012,14,Man City,Norwich,5:1,Man City,Adam Johnson,90+1
2011-2012,14,QPR,West Brom,1:1,QPR,Heidar Helguson,20
2011-2012,14,QPR,West Brom,1:1,West Brom,Shane Long,81
2011-2012,14,Spurs,Bolton,3:0,Spurs,Gareth Bale,7
2011-2012,14,Spurs,Bolton,3:0,Spurs,Aaron Lennon,50
2011-2012,14,Spurs,Bolton,3:0,Spurs,Jermain Defoe,60
2011-2012,14,Wigan,Arsenal,0:4,Arsenal,Mikel Arteta,28
2011-2012,14,Wigan,Arsenal,0:4,Arsenal,Thomas Vermaelen,29
2011-2012,14,Wigan,Arsenal,0:4,Arsenal,Gervinho,61
2011-2012,14,Wigan,Arsenal,0:4,Arsenal,Robin Van Persie,78
2011-2012,14,Aston Villa,Man Utd,0:1,Man Utd,Phil Jones,20
2011-2012,14,Everton,Stoke City,0:1,Stoke City,Robert Huth,14
2011-2012,14,Wolves,Sunderland,2:1,Sunderland,Kieran Richardson,52
2011-2012,14,Wolves,Sunderland,2:1,Wolves,Steven Fletcher,73
2011-2012,14,Wolves,Sunderland,2:1,Wolves,Steven Fletcher,81
2011-2012,14,Fulham,Liverpool,1:0,Fulham,Clint Dempsey,85
2011-2012,15,Arsenal,Everton,1:0,Arsenal,Robin Van Persie,70
2011-2012,15,Bolton,Aston Villa,1:2,Aston Villa,Marc Albrighton,33
2011-2012,15,Bolton,Aston Villa,1:2,Aston Villa,Stiliyan Petrov,39
2011-2012,15,Bolton,Aston Villa,1:2,Bolton,Ivan Klasnic,55
2011-2012,15,Liverpool,QPR,1:0,Liverpool,Luis Suarez,47
2011-2012,15,Man Utd,Wolves,4:1,Man Utd,Nani,17
2011-2012,15,Man Utd,Wolves,4:1,Man Utd,Wayne Rooney,27
2011-2012,15,Man Utd,Wolves,4:1,Wolves,Steven Fletcher,47
2011-2012,15,Man Utd,Wolves,4:1,Man Utd,Nani,56
2011-2012,15,Man Utd,Wolves,4:1,Man Utd,Wayne Rooney,62
2011-2012,15,Norwich,Newcastle,4:2,Norwich,Wes Hoolahan,39
2011-2012,15,Norwich,Newcastle,4:2,Newcastle,Demba Ba,45+1
2011-2012,15,Norwich,Newcastle,4:2,Norwich,Grant Holt,59
2011-2012,15,Norwich,Newcastle,4:2,Norwich,Steve Morison,63
2011-2012,15,Norwich,Newcastle,4:2,Newcastle,Demba Ba,71
2011-2012,15,Norwich,Newcastle,4:2,Norwich,Grant Holt,82
2011-2012,15,Swansea,Fulham,2:0,Swansea,Scott Sinclair,56
2011-2012,15,Swansea,Fulham,2:0,Swansea,Danny Graham,90+1
2011-2012,15,West Brom,Wigan,1:2,West Brom,Steven Reid,33
2011-2012,15,West Brom,Wigan,1:2,Wigan,Victor Moses,37
2011-2012,15,West Brom,Wigan,1:2,Wigan,Jordi Gomez,57
2011-2012,15,Sunderland,Blackburn,2:1,Blackburn,Simon Vukcevic,17
2011-2012,15,Sunderland,Blackburn,2:1,Sunderland,David Vaughan,84
2011-2012,15,Sunderland,Blackburn,2:1,Sunderland,Sebastian Larsson,90+2
2011-2012,15,Stoke City,Spurs,2:1,Stoke City,Matthew Etherington,13
2011-2012,15,Stoke City,Spurs,2:1,Stoke City,Matthew Etherington,43
2011-2012,15,Stoke City,Spurs,2:1,Spurs,Emmanuel Adebayor,62
2011-2012,15,Chelsea,Man City,2:1,Man City,Mario Balotelli,2
2011-2012,15,Chelsea,Man City,2:1,Chelsea,Raul Meireles,34
2011-2012,15,Chelsea,Man City,2:1,Chelsea,Frank Lampard,82
2011-2012,16,Blackburn,West Brom,1:2,West Brom,James Morrison,52
2011-2012,16,Blackburn,West Brom,1:2,Blackburn,Scott Dann,72
2011-2012,16,Blackburn,West Brom,1:2,West Brom,Peter Odemwingie,89
2011-2012,16,Everton,Norwich,1:1,Norwich,Grant Holt,28
2011-2012,16,Everton,Norwich,1:1,Everton,Leon Osman,81
2011-2012,16,Fulham,Bolton,2:0,Fulham,Clint Dempsey,32
2011-2012,16,Fulham,Bolton,2:0,Fulham,Bryan Ruiz,34
2011-2012,16,Wolves,Stoke City,1:2,Wolves,Stephen Hunt,17
2011-2012,16,Wolves,Stoke City,1:2,Stoke City,Kevin Doyle,58
2011-2012,16,Wolves,Stoke City,1:2,Stoke City,Peter Crouch,70
2011-2012,16,Wigan,Chelsea,1:1,Chelsea,Daniel Sturridge,59
2011-2012,16,Wigan,Chelsea,1:1,Wigan,Jordi Gomez,88
2011-2012,16,QPR,Man Utd,0:2,Man Utd,Wayne Rooney,1
2011-2012,16,QPR,Man Utd,0:2,Man Utd,Michael Carrick,56
2011-2012,16,Aston Villa,Liverpool,0:2,Liverpool,Craig Bellamy,11
2011-2012,16,Aston Villa,Liverpool,0:2,Liverpool,Martin Skrtel,15
2011-2012,16,Spurs,Sunderland,1:0,Spurs,Roman Pavlyuchenko,61
2011-2012,16,Man City,Arsenal,1:0,Man City,David Silva,53
2011-2012,17,Wolves,Norwich,2:2,Norwich,Andrew Surman,12
2011-2012,17,Wolves,Norwich,2:2,Wolves,Sylvan Ebanks Blake,37
2011-2012,17,Wolves,Norwich,2:2,Norwich,Simeon Jackson,76
2011-2012,17,Wolves,Norwich,2:2,Wolves,Ronald Zubar,82
2011-2012,17,Blackburn,Bolton,1:2,Bolton,Mark Davies,5
2011-2012,17,Blackburn,Bolton,1:2,Bolton,Nigel Reo Coker,30
2011-2012,17,Blackburn,Bolton,1:2,Blackburn,Yakubu Aiyegbeni,67
2011-2012,17,Aston Villa,Arsenal,1:2,Arsenal,Robin Van Persie,17
2011-2012,17,Aston Villa,Arsenal,1:2,Aston Villa,Marc Albrighton,54
2011-2012,17,Aston Villa,Arsenal,1:2,Arsenal,Yossi Benayoun,87
2011-2012,17,Man City,Stoke City,3:0,Man City,Sergio Aguero,29
2011-2012,17,Man City,Stoke City,3:0,Man City,Adam Johnson,36
2011-2012,17,Man City,Stoke City,3:0,Man City,Sergio Aguero,54
2011-2012,17,Newcastle,West Brom,2:3,West Brom,Peter Odemwingie,20
2011-2012,17,Newcastle,West Brom,2:3,Newcastle,Demba Ba,34
2011-2012,17,Newcastle,West Brom,2:3,West Brom,Gareth McAuley,44
2011-2012,17,Newcastle,West Brom,2:3,Newcastle,Demba Ba,81
2011-2012,17,Newcastle,West Brom,2:3,West Brom,Paul Scharner,85
2011-2012,17,QPR,Sunderland,2:3,Sunderland,Nicklas Bendtner,19
2011-2012,17,QPR,Sunderland,2:3,Sunderland,Stephane Sessegnon,53
2011-2012,17,QPR,Sunderland,2:3,QPR,Heidar Helguson,63
2011-2012,17,QPR,Sunderland,2:3,QPR,Jamie Mackie,67
2011-2012,17,QPR,Sunderland,2:3,Sunderland,Wes Brown,89
2011-2012,17,Everton,Swansea,1:0,Everton,Leon Osman,60
2011-2012,17,Fulham,Man Utd,0:5,Man Utd,Danny Welbeck,5
2011-2012,17,Fulham,Man Utd,0:5,Man Utd,Nani,28
2011-2012,17,Fulham,Man Utd,0:5,Man Utd,Ryan Giggs,43
2011-2012,17,Fulham,Man Utd,0:5,Man Utd,Wayne Rooney,88
2011-2012,17,Fulham,Man Utd,0:5,Man Utd,Dimitar Berbatov,90
2011-2012,17,Spurs,Chelsea,1:1,Spurs,Emmanuel Adebayor,8
2011-2012,17,Spurs,Chelsea,1:1,Chelsea,Daniel Sturridge,23
2011-2012,18,Chelsea,Fulham,1:1,Chelsea,Juan Mata,47
2011-2012,18,Chelsea,Fulham,1:1,Fulham,Clint Dempsey,56
2011-2012,18,Bolton,Newcastle,0:2,Newcastle,Hatem Ben Arfa,69
2011-2012,18,Bolton,Newcastle,0:2,Newcastle,Demba Ba,71
2011-2012,18,Liverpool,Blackburn,1:1,Blackburn,Charlie Adam,45
2011-2012,18,Liverpool,Blackburn,1:1,Liverpool,Maxi Rodriguez,53
2011-2012,18,Man Utd,Wigan,5:0,Man Utd,Ji Sung Park,8
2011-2012,18,Man Utd,Wigan,5:0,Man Utd,Dimitar Berbatov,41
2011-2012,18,Man Utd,Wigan,5:0,Man Utd,Dimitar Berbatov,58
2011-2012,18,Man Utd,Wigan,5:0,Man Utd,Antonio Valencia,75
2011-2012,18,Man Utd,Wigan,5:0,Man Utd,Dimitar Berbatov,78
2011-2012,18,Sunderland,Everton,1:1,Sunderland,Jack Colback,26
2011-2012,18,Sunderland,Everton,1:1,Everton,Leighton Baines,51
2011-2012,18,Arsenal,Wolves,1:1,Arsenal,Gervinho,8
2011-2012,18,Arsenal,Wolves,1:1,Wolves,Steven Fletcher,38
2011-2012,18,Swansea,QPR,1:1,Swansea,Danny Graham,14
2011-2012,18,Swansea,QPR,1:1,QPR,Jamie Mackie,58
2011-2012,18,Norwich,Spurs,0:2,Spurs,Gareth Bale,55
2011-2012,18,Norwich,Spurs,0:2,Spurs,Gareth Bale,67
2011-2012,19,Liverpool,Newcastle,3:1,Newcastle,Daniel Agger,25
2011-2012,19,Liverpool,Newcastle,3:1,Liverpool,Craig Bellamy,29
2011-2012,19,Liverpool,Newcastle,3:1,Liverpool,Craig Bellamy,67
2011-2012,19,Liverpool,Newcastle,3:1,Liverpool,Steven Gerrard,78
2011-2012,19,Man Utd,Blackburn,2:3,Blackburn,Yakubu Aiyegbeni,16
2011-2012,19,Man Utd,Blackburn,2:3,Blackburn,Yakubu Aiyegbeni,51
2011-2012,19,Man Utd,Blackburn,2:3,Man Utd,Dimitar Berbatov,52
2011-2012,19,Man Utd,Blackburn,2:3,Man Utd,Dimitar Berbatov,62
2011-2012,19,Man Utd,Blackburn,2:3,Blackburn,Grant Hanley,80
2011-2012,19,Arsenal,QPR,1:0,Arsenal,Robin Van Persie,60
2011-2012,19,Bolton,Wolves,1:1,Bolton,Sam Ricketts,22
2011-2012,19,Bolton,Wolves,1:1,Wolves,Steven Fletcher,49
2011-2012,19,Chelsea,Aston Villa,1:3,Chelsea,Didier Drogba,23
2011-2012,19,Chelsea,Aston Villa,1:3,Aston Villa,Stephen Ireland,28
2011-2012,19,Chelsea,Aston Villa,1:3,Aston Villa,Stiliyan Petrov,83
2011-2012,19,Chelsea,Aston Villa,1:3,Aston Villa,Darren Bent,86
2011-2012,19,Norwich,Fulham,1:1,Fulham,Orlando Sa,7
2011-2012,19,Norwich,Fulham,1:1,Norwich,Simeon Jackson,90+4
2011-2012,19,Stoke City,Wigan,2:2,Wigan,Victor Moses,45
2011-2012,19,Stoke City,Wigan,2:2,Stoke City,Jonathan Walters,77
2011-2012,19,Stoke City,Wigan,2:2,Stoke City,Cameron Jerome,84
2011-2012,19,Stoke City,Wigan,2:2,Wigan,Ben Watson,87
2011-2012,19,Swansea,Spurs,1:1,Spurs,Rafael Van Der Vaart,44
2011-2012,19,Swansea,Spurs,1:1,Swansea,Scott Sinclair,84
2011-2012,19,West Brom,Everton,0:1,Everton,Victor Anichebe,87
2011-2012,19,Sunderland,Man City,1:0,Sunderland,Dong Won Ji,90+3
2011-2012,20,Blackburn,Stoke City,1:2,Stoke City,Peter Crouch,17
2011-2012,20,Blackburn,Stoke City,1:2,Stoke City,Peter Crouch,45
2011-2012,20,Blackburn,Stoke City,1:2,Blackburn,David Goodwillie,69
2011-2012,20,Aston Villa,Swansea,0:2,Swansea,Nathan Dyer,4
2011-2012,20,Aston Villa,Swansea,0:2,Swansea,Wayne Routledge,47
2011-2012,20,QPR,Norwich,1:2,QPR,Joey Barton,11
2011-2012,20,QPR,Norwich,1:2,Norwich,Anthony Pilkington,42
2011-2012,20,QPR,Norwich,1:2,Norwich,Steve Morison,83
2011-2012,20,Wolves,Chelsea,1:2,Chelsea,Ramires,54
2011-2012,20,Wolves,Chelsea,1:2,Wolves,Stephen Ward,84
2011-2012,20,Wolves,Chelsea,1:2,Chelsea,Frank Lampard,89
2011-2012,20,Fulham,Arsenal,2:1,Arsenal,Laurent Koscielny,21
2011-2012,20,Fulham,Arsenal,2:1,Fulham,Steve Sidwell,85
2011-2012,20,Fulham,Arsenal,2:1,Fulham,Bobby Zamora,90+2
2011-2012,20,Spurs,West Brom,1:0,Spurs,Jermain Defoe,63
2011-2012,20,Wigan,Sunderland,1:4,Sunderland,Craig Gardner,45+4
2011-2012,20,Wigan,Sunderland,1:4,Sunderland,James McClean,55
2011-2012,20,Wigan,Sunderland,1:4,Wigan,Hugo Rodallega,62
2011-2012,20,Wigan,Sunderland,1:4,Sunderland,Stephane Sessegnon,73
2011-2012,20,Wigan,Sunderland,1:4,Sunderland,David Vaughan,80
2011-2012,20,Man City,Liverpool,3:0,Man City,Sergio Aguero,10
2011-2012,20,Man City,Liverpool,3:0,Man City,Yaya Toure,33
2011-2012,20,Man City,Liverpool,3:0,Man City,James Milner,75
2011-2012,20,Everton,Bolton,1:2,Everton,Tim Howard,63
2011-2012,20,Everton,Bolton,1:2,Bolton,David N'Gog,67
2011-2012,20,Everton,Bolton,1:2,Bolton,Gary Cahill,78
2011-2012,20,Newcastle,Man Utd,3:0,Newcastle,Demba Ba,33
2011-2012,20,Newcastle,Man Utd,3:0,Newcastle,Yohan Cabaye,47
2011-2012,20,Newcastle,Man Utd,3:0,Newcastle,Phil Jones,90
2011-2012,21,Aston Villa,Everton,1:1,Aston Villa,Darren Bent,56
2011-2012,21,Aston Villa,Everton,1:1,Everton,Victor Anichebe,69
2011-2012,21,Blackburn,Fulham,3:1,Blackburn,Morten Gamst Pedersen,45+4
2011-2012,21,Blackburn,Fulham,3:1,Blackburn,David Dunn,46
2011-2012,21,Blackburn,Fulham,3:1,Fulham,Damien Duff,56
2011-2012,21,Blackburn,Fulham,3:1,Blackburn,Mauro Formica,79
2011-2012,21,Chelsea,Sunderland,1:0,Chelsea,Frank Lampard,13
2011-2012,21,Man Utd,Bolton,3:0,Man Utd,Paul Scholes,45+2
2011-2012,21,Man Utd,Bolton,3:0,Man Utd,Danny Welbeck,74
2011-2012,21,Man Utd,Bolton,3:0,Man Utd,Michael Carrick,83
2011-2012,21,Spurs,Wolves,1:1,Wolves,Steven Fletcher,22
2011-2012,21,Spurs,Wolves,1:1,Spurs,Luka Modric,51
2011-2012,21,West Brom,Norwich,1:2,Norwich,Andrew Surman,43
2011-2012,21,West Brom,Norwich,1:2,West Brom,Shane Long,68
2011-2012,21,West Brom,Norwich,1:2,Norwich,Steve Morison,79
2011-2012,21,Newcastle,QPR,1:0,Newcastle,Leon Best,37
